Timestamp,Flow_Inlet (L/min),Flow_Outlet (L/min)
2024-01-01 00:00:00,22.19003332753939,20.197733662140315
2024-01-01 00:10:00,21.46909287374787,20.3780648777487
2024-01-01 00:20:00,23.14152862661556,22.473529361654773
2024-01-01 00:30:00,23.472238255265356,22.261129002477087
2024-01-01 00:40:00,20.15354303779722,18.35519876546306
2024-01-01 00:50:00,23.625958430773117,21.478811825841937
2024-01-01 01:00:00,21.613346810445037,16.682874831197314
2024-01-01 01:10:00,23.86559587452338,22.3229384190845
2024-01-01 01:20:00,21.593591096333554,16.43320323757665
2024-01-01 01:30:00,20.70997677053363,17.021033200555465
2024-01-01 01:40:00,22.93548458023528,19.779433411638532
2024-01-01 01:50:00,23.891392643930672,19.528876722303387
2024-01-01 02:00:00,23.9567527211663,20.99561440317117
2024-01-01 02:10:00,22.04912506506668,21.08568914750843
2024-01-01 02:20:00,20.995308695489413,17.248597516932275
2024-01-01 02:30:00,21.340157617817468,17.111547861392992
2024-01-01 02:40:00,21.573343079384102,19.410731230349445
2024-01-01 02:50:00,19.888957404782087,15.397636720875424
2024-01-01 03:00:00,21.029820450059802,20.288067822207964
2024-01-01 03:10:00,22.857803387766182,22.55023464363788
2024-01-01 03:20:00,22.65520458912601,18.983321381942943
2024-01-01 03:30:00,21.75277366054642,21.6529532023427
2024-01-01 03:40:00,21.33919989090742,19.5870819774921
2024-01-01 03:50:00,21.588689419019744,19.572025114734682
2024-01-01 04:00:00,22.09604159879688,21.39832930112625
2024-01-01 04:10:00,22.440859574230885,17.85383187920148
2024-01-01 04:20:00,19.913759997516863,17.696296672133855
2024-01-01 04:30:00,22.603066551998978,22.138184092570118
2024-01-01 04:40:00,20.51571798464163,19.042547724473987
2024-01-01 04:50:00,22.442676702970864,18.173908789634
2024-01-01 05:00:00,23.283349614353867,23.098415136832017
2024-01-01 05:10:00,23.761918701323204,23.093050868069668
2024-01-01 05:20:00,22.33170445859279,19.89360437111065
2024-01-01 05:30:00,22.42059269822149,19.2776154875476
2024-01-01 05:40:00,22.197483698809933,17.50503018267903
2024-01-01 05:50:00,22.197718471118854,19.82042924163806
2024-01-01 06:00:00,23.526284440356594,21.83610187536709
2024-01-01 06:10:00,20.191838268813953,19.483461793154753
2024-01-01 06:20:00,22.336380283546156,18.099775563344
2024-01-01 06:30:00,21.782760988107473,20.168488042291955
2024-01-01 06:40:00,22.421447494645427,20.316964303696377
2024-01-01 06:50:00,23.521883928367117,20.960999975947047
2024-01-01 07:00:00,23.957583356573465,23.674446844016913
2024-01-01 07:10:00,22.44836630934538,20.843681188923185
2024-01-01 07:20:00,19.11867980691762,16.307805790750386
2024-01-01 07:30:00,21.16287347828963,18.04249411417225
2024-01-01 07:40:00,23.846867793308803,18.913836204439352
2024-01-01 07:50:00,23.404444830637345,19.356313045584066
2024-01-01 08:00:00,20.925693809815005,16.692496426636943
2024-01-01 08:10:00,21.5214618320084,17.680782934096136
2024-01-01 08:20:00,22.97820601733287,22.565070685386374
2024-01-01 08:30:00,23.6053218978265,23.091479801586775
2024-01-01 08:40:00,20.095022463013585,19.320006584493736
2024-01-01 08:50:00,19.074385106334,16.122632881212056
2024-01-01 09:00:00,23.11046854942912,18.537140142941254
2024-01-01 09:10:00,21.19800399143503,16.2092501250591
2024-01-01 09:20:00,19.51112908987374,18.36300096963894
