Timestamp,Flow_Inlet (L/min),Flow_Outlet (L/min)
2024-01-01 00:00:00,22.55433321361696,18.38407933524201
2024-01-01 00:10:00,23.24184545729598,19.97744580744519
2024-01-01 00:20:00,25.33404166018665,20.853784903754264
2024-01-01 00:30:00,24.108161564010796,22.406084780557677
2024-01-01 00:40:00,22.361866383568692,17.755097533008684
2024-01-01 00:50:00,24.05064826848541,22.828644632065444
2024-01-01 01:00:00,24.32192194616528,19.121983274601096
2024-01-01 01:10:00,26.98907617738236,25.0062111507776
2024-01-01 01:20:00,26.223071991753116,26.169686580463583
2024-01-01 01:30:00,23.706271668784023,22.751026691197325
2024-01-01 01:40:00,25.746993830650222,21.067388593742617
2024-01-01 01:50:00,23.079597285128777,22.102136618759094
2024-01-01 02:00:00,22.743160813972693,21.823947848318777
2024-01-01 02:10:00,23.268189704760108,22.440685184066815
2024-01-01 02:20:00,25.443736556120317,22.89915685817004
2024-01-01 02:30:00,26.999153846712737,23.30951259736763
2024-01-01 02:40:00,26.126174255584097,23.26564428046151
2024-01-01 02:50:00,25.507394669396103,24.037050421167518
2024-01-01 03:00:00,24.784254207193886,22.757856102277884
2024-01-01 03:10:00,24.6185527265257,21.540085556641895
2024-01-01 03:20:00,24.52111742526677,23.07344457990819
2024-01-01 03:30:00,25.79747022763263,21.307828823607597
2024-01-01 03:40:00,24.31104531818847,18.649622526496245
2024-01-01 03:50:00,26.878885976966714,21.187594844444362
2024-01-01 04:00:00,23.83704719444129,22.234416209008998
2024-01-01 04:10:00,22.17536881304727,17.61594350356799
2024-01-01 04:20:00,22.759549680131297,17.237130393173633
2024-01-01 04:30:00,23.132199881682464,18.953423253063406
2024-01-01 04:40:00,23.97347300052683,21.588415707723545
2024-01-01 04:50:00,25.708448185083896,22.11557822582065
2024-01-01 05:00:00,23.29144734685365,20.839688204567345
2024-01-01 05:10:00,22.395338762706725,19.515069372618928
2024-01-01 05:20:00,24.78220382191695,19.023030544490112
2024-01-01 05:30:00,23.488062922456663,21.65476406233374
2024-01-01 05:40:00,24.625975622916606,21.15341856614975
2024-01-01 05:50:00,24.288454444074684,20.28826509231243
2024-01-01 06:00:00,26.224203654097924,21.82982473435138
2024-01-01 06:10:00,24.104784027110256,20.780986401376715
2024-01-01 06:20:00,23.104890859843803,18.661851786575866
2024-01-01 06:30:00,24.42935971135628,21.372468031773536
2024-01-01 06:40:00,26.750724124625968,26.105146935150692
2024-01-01 06:50:00,23.74516619697742,18.381341953513854
2024-01-01 07:00:00,26.11926872244095,22.255615487972594
2024-01-01 07:10:00,24.60765312415084,23.674801712474473
2024-01-01 07:20:00,25.744261017794372,23.815658205159938
2024-01-01 07:30:00,24.48639421267579,22.019982913763233
2024-01-01 07:40:00,23.87254772150826,20.828620830907752
2024-01-01 07:50:00,25.29451313666291,21.008936970090804
2024-01-01 08:00:00,25.158292579790174,22.85966297280239
2024-01-01 08:10:00,23.924414853674417,23.004537339304687
2024-01-01 08:20:00,23.870704853110155,21.10216731816767
2024-01-01 08:30:00,23.780564067770552,17.921570144235563
2024-01-01 08:40:00,22.552347558680808,19.89812029827127
2024-01-01 08:50:00,26.64739642341026,25.95642414064344
2024-01-01 09:00:00,22.83125698609992,17.292957993784658
2024-01-01 09:10:00,26.187605736135655,25.097265187430807
2024-01-01 09:20:00,25.620066480883324,20.731422579431857
2024-01-01 09:30:00,22.980357871518045,19.136151826995807
2024-01-01 09:40:00,25.35766478055195,22.671477215310283
2024-01-01 09:50:00,25.048221287709627,19.622204889564
2024-01-01 10:00:00,26.91955115068444,23.24338545528368
2024-01-01 10:10:00,26.589367869353907,21.73131075071432
2024-01-01 10:20:00,22.07022463598836,17.187941400105423
2024-01-01 10:30:00,22.540865085447706,19.481963548970057
2024-01-01 10:40:00,26.71796339544818,25.826954734403557
2024-01-01 10:50:00,24.73072464823715,19.717118808640333
2024-01-01 11:00:00,25.96813322267065,21.152673588865618
2024-01-01 11:10:00,24.95703376335005,19.99118925112666
2024-01-01 11:20:00,24.573756781219714,20.957802432624916
2024-01-01 11:30:00,26.676789729086483,21.19742059044145
2024-01-01 11:40:00,23.593574453953202,22.022733079593987
2024-01-01 11:50:00,24.80935236007072,19.510801899536308
2024-01-01 12:00:00,23.27938355174228,20.32974387794652
2024-01-01 12:10:00,24.175621143483124,19.90920165682534
2024-01-01 12:20:00,26.521021418317638,26.398847471181455
